Mfg_Part_Num,Part_Desc,E1_Brand,Unilog_Brand,DIB_Brand,Part_Manuf,MANUFACTURER_NAME,BRAND_NAME,MANUFACTURER_PART_NUMBER,Dept,Class,Fine,Classpath,Product Name,MOBILE_DESC,INVOICE_DESC,SHORT_DESC,LONG_DESC1,RETAIL_DESC,ATTRIBUTE_LABEL_1,ATTRIBUTE_LABEL_2,ATTRIBUTE_LABEL_3,ATTRIBUTE_LABEL_4,ATTRIBUTE_LABEL_5,ATTRIBUTE_LABEL_6,ATTRIBUTE_LABEL_7,ATTRIBUTE_LABEL_8,ATTRIBUTE_LABEL_9,ATTRIBUTE_LABEL_10,ATTRIBUTE_VALUE_1,ATTRIBUTE_VALUE_2,ATTRIBUTE_VALUE_3,ATTRIBUTE_VALUE_4,ATTRIBUTE_VALUE_5,ATTRIBUTE_VALUE_6,ATTRIBUTE_VALUE_7,ATTRIBUTE_VALUE_8,ATTRIBUTE_VALUE_9,ATTRIBUTE_VALUE_10,ATTRIBUTE_UOM_1,ATTRIBUTE_UOM_2,ATTRIBUTE_UOM_3,ATTRIBUTE_UOM_4,ATTRIBUTE_UOM_5,ATTRIBUTE_UOM_6,ATTRIBUTE_UOM_7,ATTRIBUTE_UOM_8,ATTRIBUTE_UOM_9,ATTRIBUTE_UOM_10,_classification_confidence,_classification_method,_brand_resolution_method,_enriched,_enrichment_source,_source_tier,_exact_mpn_verified,_enrichment_error,_invoice_desc_ok,_mobile_desc_ok
62-1788,"62-1788 19"" Ceiling Lt Bk",-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Satco Prod Inc (5573),"Satco Products, Inc",NUVO® by SATCO,62-1788,Electrical,Lamps & Lightings,Indoor Lighting,Electrical>Lamps & Lightings>Indoor Lighting>Indoor Ceiling Fixtures,Fixture,"Satco Products, Inc NUVO by SATCO, Fixture, 62-1788",FIXTURE,NUVO® by SATCO® 62-1788 Fixture,NUVO® By SATCO® Fixture,Fixture,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,high,rule,mpn_prefix,False,https://www.satco.com/products/62-1788,manufacturer,,"LLM 429 rate-limited: Rate limit reached for model `openai/gpt-oss-120b` in organization `org_01jawhrreve24tbs5safa68zvc` service tier `on_demand` on tokens per day (TPD): Limit 200000, Used 198946, Requested 2715. Please try again in 11m57.552s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing",True,False
R12-AGTR1-0KW,R12AGTR10KW 15A GFCI Outler Wh,-- Unbranded --,-- No Unilog Brand --,Leviton,Leviton Mfg Co (4927),Leviton,Leviton,R12-AGTR1-0KW,Hardware,General Hardware,Miscellaneous,Hardware>General Hardware>Miscellaneous,Product,"Leviton, Product, R12-AGTR1-0KW",PRODUCT,Leviton® R12-AGTR1-0KW Product,Leviton® Product,Product,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,low,"error:Error code: 429 - {'error': {'message': 'Rate limit reached for model `openai/gpt-oss-120b` in organization `org_01jawhrreve24tbs5safa68zvc` service tier `on_demand` on tokens per day (TPD): Limit 200000, Used 198944, Requested 2977. Please try again in 13m49.872s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}",brand_hint,False,https://leviton.com/products/R12-AGTR1-0KW,manufacturer,,"LLM 429 rate-limited: Rate limit reached for model `openai/gpt-oss-120b` in organization `org_01jawhrreve24tbs5safa68zvc` service tier `on_demand` on tokens per day (TPD): Limit 200000, Used 198940, Requested 6564. Please try again in 39m37.728s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing",True,False
R92-GFWT1-0KW,R92GFWT10KW 15A GFCI Outlet Wh,-- Unbranded --,-- No Unilog Brand --,Leviton,Leviton Mfg Co (4927),Leviton,Leviton,R92-GFWT1-0KW,Electrical,Wiring Devices,GFCI & AFCI Devices,Electrical>Wiring Devices>GFCI & AFCI Devices>GFCI & AFCI Receptacles,GFCI Outlet,"Leviton, GFCI Outlet, R92-GFWT1-0KW",GFCI OUTLET,Leviton® R92-GFWT1-0KW GFCI Outlet,Leviton® GFCI Outlet,GFCI Outlet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,high,rule,brand_hint,False,https://leviton.com/products/R92-GFWT1-0KW,manufacturer,,"LLM 429 rate-limited: Rate limit reached for model `openai/gpt-oss-120b` in organization `org_01jawhrreve24tbs5safa68zvc` service tier `on_demand` on tokens per day (TPD): Limit 200000, Used 198934, Requested 6390. Please try again in 38m19.968s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing",True,False
DCF860B,DCF860B Dewalt 20V Impact - Driver Drill,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Black & Decker/dewlt (2585),Stanley Black & Decker,DeWALT®,DCF860B,Hardware,General Hardware,Miscellaneous,Hardware>General Hardware>Miscellaneous,Product,"Stanley Black & Decker DeWALT, Product, DCF860B",PRODUCT,DeWALT® DCF860B Product,DeWALT® Product,Product,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,low,"error:Error code: 429 - {'error': {'message': 'Rate limit reached for model `openai/gpt-oss-120b` in organization `org_01jawhrreve24tbs5safa68zvc` service tier `on_demand` on tokens per day (TPD): Limit 200000, Used 198932, Requested 2970. Please try again in 13m41.664s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}",mpn_prefix,False,https://www.dewalt.com/product/dcf860b/,manufacturer,,"LLM 429 rate-limited: Rate limit reached for model `openai/gpt-oss-120b` in organization `org_01jawhrreve24tbs5safa68zvc` service tier `on_demand` on tokens per day (TPD): Limit 200000, Used 198924, Requested 3171. Please try again in 15m5.04s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing",True,False
S11801R1,"S11801R1 6"" Led Downlight Wh",-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Satco Prod Inc (5573),"Satco Products, Inc",SATCO®,S11801R1,Electrical,Lamps & Lightings,Indoor Lighting,Electrical>Lamps & Lightings>Indoor Lighting>Recessed Lighting>Recessed Lighting Fixtures,Direct Wire Downlight,"Satco Products, Inc, Direct Wire Downlight, S11801R1",DIRECT WIRE DOWNLIGHT,SATCO® S11801R1 Direct Wire Downlight,SATCO® Direct Wire Downlight,Direct Wire Downlight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,high,rule,direct_lookup,False,https://www.satco.com/products/S11801R1,manufacturer,,"LLM 429 rate-limited: Rate limit reached for model `openai/gpt-oss-120b` in organization `org_01jawhrreve24tbs5safa68zvc` service tier `on_demand` on tokens per day (TPD): Limit 200000, Used 198917, Requested 2667. Please try again in 11m24.288s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing",True,False
D0760UX,"D0760UX Diablo 7-1/4"" 60T Circ - Saw Blade",-- Unbranded --,-- No Unilog Brand --,Diablo,Freud Inc (2435),"Freud America, Inc",Diablo,D0760UX,Tools & Equipment,Power Tools,Power Saw Blades,Tools & Equipment>Power Tools>Power Saw Blades>Circular Saw Blades,Circular Saw Blade,"Freud America, Inc Diablo, Circular Saw Blade, D0760UX, Power Tool",CIRC SAW BLADE,Diablo® D0760UX Circular Saw Blade,Diablo® Circular Saw Blade,Circular Saw Blade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,high,rule,direct_lookup,False,https://www.diablotools.com/products/d0760ux,manufacturer,,Scrape failed: Could not extract main content (page may need JS rendering),True,True
S21354,S21354 8W Led T9 Med 27k,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Satco Prod Inc (5573),"Satco Products, Inc",SATCO®,S21354,Electrical,Lamps & Lightings,Light Bulbs,Electrical>Lamps & Lightings>Light Bulbs>LED Light Bulbs,LED Filament Bulb,"Satco Products, Inc, LED Filament Bulb, S21354, LED Lighting",LED FILAMENT BULB,SATCO® S21354 LED Filament Bulb,SATCO® LED Filament Bulb,LED Filament Bulb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,high,rule,direct_lookup,False,https://www.satco.com/products/S21354,manufacturer,,"LLM 429 rate-limited: Rate limit reached for model `openai/gpt-oss-120b` in organization `org_01jawhrreve24tbs5safa68zvc` service tier `on_demand` on tokens per day (TPD): Limit 200000, Used 198831, Requested 3328. Please try again in 15m32.688s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing",True,True
S11828,"S11828 8"" Led Down Light",-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Satco Prod Inc (5573),"Satco Products, Inc",SATCO®,S11828,Electrical,Lamps & Lightings,Indoor Lighting,Electrical>Lamps & Lightings>Indoor Lighting>Recessed Lighting>Recessed Lighting Fixtures,Direct Wire Downlight,"Satco Products, Inc, Direct Wire Downlight, S11828",DIRECT WIRE DOWNLIGHT,SATCO® S11828 Direct Wire Downlight,SATCO® Direct Wire Downlight,Direct Wire Downlight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,high,rule,direct_lookup,False,https://www.satco.com/products/S11828,manufacturer,,"LLM 429 rate-limited: Rate limit reached for model `openai/gpt-oss-120b` in organization `org_01jawhrreve24tbs5safa68zvc` service tier `on_demand` on tokens per day (TPD): Limit 200000, Used 198823, Requested 3397. Please try again in 15m59.04s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing",True,False
48-59-1211,48-59-1211 Milw Power Supply - Charger,-- Unbranded --,-- No Unilog Brand --,Milwaukee,Milwaukee Accessory (4031),Milwaukee Tool,Milwaukee,48-59-1211,Tools & Equipment,Power Tools,Power Tool Accessories,Tools & Equipment>Power Tools>Power Tool Accessories>Cordless Tool Power Supplies & Battery Adapters,Power Supply and Charger,"Milwaukee Tool, Power Supply and Charger, 48-59-1211",POWER SUPPLY AND CHARGER,Milwaukee® 48-59-1211 Power Supply and Charger,Milwaukee® Power Supply And Charger,Power Supply And Charger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,high,rule,direct_lookup,False,https://www.milwaukeetool.com/Products/48-59-1211,manufacturer,,"LLM 429 rate-limited: Rate limit reached for model `openai/gpt-oss-120b` in organization `org_01jawhrreve24tbs5safa68zvc` service tier `on_demand` on tokens per day (TPD): Limit 200000, Used 198803, Requested 2629. Please try again in 10m18.624s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing",True,False
DCG422B,DCG422B Dewalt 20V Right Angle Die Grinder (Bare),-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Black & Decker/dewlt (2585),Stanley Black & Decker,DeWALT®,DCG422B,Tools & Equipment,Power Tools,Power Finishing Tools,Tools & Equipment>Power Tools>Power Finishing Tools>Power Grinders>Cordless Die & Straight Grinders,Right Angle Die Grinder,"Stanley Black & Decker DeWALT, Right Angle Die Grinder, DCG422B",RIGHT ANGLE DIE GRINDER,DeWALT® DCG422B Right Angle Die Grinder,DeWALT® Right Angle Die Grinder,Right Angle Die Grinder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,high,rule,direct_lookup,False,https://www.dewalt.com/product/dcg422b/,manufacturer,,"LLM 429 rate-limited: Rate limit reached for model `openai/gpt-oss-120b` in organization `org_01jawhrreve24tbs5safa68zvc` service tier `on_demand` on tokens per day (TPD): Limit 200000, Used 198796, Requested 3410. Please try again in 15m52.992s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing",True,True
2834-21HD,"2834-21HD Milw M18 7-1/4"" Circ - Saw Kit",-- Unbranded --,-- No Unilog Brand --,Milwaukee,Milwaukee Accessory (4031),Milwaukee Tool,Milwaukee,2834-21HD,Hardware,General Hardware,Miscellaneous,Hardware>General Hardware>Miscellaneous,Product,"Milwaukee Tool, Product, 2834-21HD",PRODUCT,Milwaukee® 2834-21HD Product,Milwaukee® Product,Product,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,low,"error:Error code: 429 - {'error': {'message': 'Rate limit reached for model `openai/gpt-oss-120b` in organization `org_01jawhrreve24tbs5safa68zvc` service tier `on_demand` on tokens per day (TPD): Limit 200000, Used 198794, Requested 2980. Please try again in 12m46.367999999s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}",direct_lookup,False,https://www.milwaukeetool.com/Products/2834-21HD,manufacturer,,"LLM 429 rate-limited: Rate limit reached for model `openai/gpt-oss-120b` in organization `org_01jawhrreve24tbs5safa68zvc` service tier `on_demand` on tokens per day (TPD): Limit 200000, Used 198778, Requested 3188. Please try again in 14m9.312s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing",True,False
49-93-9202,"49-93-9202 Milw 4"" Diamond - Tile Blade",-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Milwaukee Accessory (4031),Milwaukee Tool,Milwaukee®,49-93-9202,Tools & Equipment,Power Tools,Power Saw Blades,Tools & Equipment>Power Tools>Power Saw Blades>Diamond Saw Blades,Tile Diamond Blade,"Milwaukee Tool, Tile Diamond Blade, 49-93-9202",TILE DIAMOND BLADE,Milwaukee® 49-93-9202 Tile Diamond Blade,Milwaukee® Tile Diamond Blade,Tile Diamond Blade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,high,rule,direct_lookup,False,https://www.milwaukeetool.com/Products/49-93-9202,manufacturer,,"LLM 429 rate-limited: Rate limit reached for model `openai/gpt-oss-120b` in organization `org_01jawhrreve24tbs5safa68zvc` service tier `on_demand` on tokens per day (TPD): Limit 200000, Used 198759, Requested 2796. Please try again in 11m11.76s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing",True,False
XNB07Z,XNB07Z Makita 18V LXT BL 30 Nailer (Bare),-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Makita Usa Inc (5142),Makita,Makita®,XNB07Z,Tools & Equipment,Power Tools,Power Fastening Tools,Tools & Equipment>Power Tools>Power Fastening Tools>Power Nailers>Cordless Nailers,Framing Nailer,"Makita, Framing Nailer, XNB07Z",FRAMING NAILER,Makita® XNB07Z Framing Nailer,Makita® Framing Nailer,Framing Nailer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,high,rule,direct_lookup,False,https://www.makitatools.com/products/details/XNB07Z,manufacturer,,"LLM 429 rate-limited: Rate limit reached for model `openai/gpt-oss-120b` in organization `org_01jawhrreve24tbs5safa68zvc` service tier `on_demand` on tokens per day (TPD): Limit 200000, Used 198746, Requested 2064. Please try again in 5m49.919999999s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing",True,False
S11445,S11445 12W Led Med 30k Motion,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Satco Prod Inc (5573),"Satco Products, Inc",SATCO®,S11445,Electrical,Lamps & Lightings,Light Bulbs,Electrical>Lamps & Lightings>Light Bulbs>LED Light Bulbs,LED Filament Bulb,"Satco Products, Inc, LED Filament Bulb, S11445, LED Lighting",LED FILAMENT BULB,SATCO® S11445 LED Filament Bulb,SATCO® LED Filament Bulb,LED Filament Bulb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,high,rule,direct_lookup,False,https://www.satco.com/products/S11445,manufacturer,,"LLM 429 rate-limited: Rate limit reached for model `openai/gpt-oss-120b` in organization `org_01jawhrreve24tbs5safa68zvc` service tier `on_demand` on tokens per day (TPD): Limit 200000, Used 198738, Requested 2761. Please try again in 10m47.568s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing",True,True
DCS714B,"DCS714B Dewalt 20V Miter Saw - (Bare) 10"" Double Bevel Fixed",-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Black & Decker/dewlt (2585),Stanley Black & Decker,DeWALT®,DCS714B,Tools & Equipment,Power Tools,Power Saws,Tools & Equipment>Power Tools>Power Saws>Miter Saws>Cordless Miter Saws,Double Bevel Fixed Miter Saw,"Stanley Black & Decker DeWALT, Double Bevel Fixed Miter Saw, DCS714B",DOUBLE BEVEL FIXED MITER SAW,DeWALT® DCS714B Double Bevel Fixed Miter Saw,DeWALT® Double Bevel Fixed Miter Saw,Double Bevel Fixed Miter Saw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,high,rule,mpn_prefix,False,https://www.dewalt.com/product/dcs714b/,manufacturer,,"LLM 429 rate-limited: Rate limit reached for model `openai/gpt-oss-120b` in organization `org_01jawhrreve24tbs5safa68zvc` service tier `on_demand` on tokens per day (TPD): Limit 200000, Used 198729, Requested 2523. Please try again in 9m0.864s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing",True,True
62-1875,"62-1875 10"" Led Ceiling Lt Bn",-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Satco Prod Inc (5573),"Satco Products, Inc",NUVO® by SATCO,62-1875,Electrical,Lamps & Lightings,Indoor Lighting,Electrical>Lamps & Lightings>Indoor Lighting>Indoor Ceiling Fixtures,Fixture,"Satco Products, Inc NUVO by SATCO, Fixture, 62-1875",FIXTURE,NUVO® by SATCO® 62-1875 Fixture,NUVO® By SATCO® Fixture,Fixture,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,high,rule,mpn_prefix,False,https://www.satco.com/products/62-1875,manufacturer,,"LLM 429 rate-limited: Rate limit reached for model `openai/gpt-oss-120b` in organization `org_01jawhrreve24tbs5safa68zvc` service tier `on_demand` on tokens per day (TPD): Limit 200000, Used 198722, Requested 2598. Please try again in 9m30.24s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing",True,False
GSL02M1,"GSL02M1 Makita Miter Saw - 40V 8-1/2""",-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Makita Usa Inc (5142),Makita,Makita®,GSL02M1,Tools & Equipment,Power Tools,Power Saws,Tools & Equipment>Power Tools>Power Saws>Miter Saws>Cordless Miter Saws,Double Bevel Fixed Miter Saw,"Makita, Double Bevel Fixed Miter Saw, GSL02M1, Power Tool",DOUBLE BEVEL FIXED MITER SAW,Makita® GSL02M1 Double Bevel Fixed Miter Saw,Makita® Double Bevel Fixed Miter Saw,Double Bevel Fixed Miter Saw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,high,rule,direct_lookup,False,https://www.makitatools.com/products/details/GSL02M1,manufacturer,,"LLM 429 rate-limited: Rate limit reached for model `openai/gpt-oss-120b` in organization `org_01jawhrreve24tbs5safa68zvc` service tier `on_demand` on tokens per day (TPD): Limit 200000, Used 198708, Requested 2112. Please try again in 5m54.24s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing",True,False
49-22-4702,49-22-4702 Milw 13pc Quik-Lock Hole Dozer Kit,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Milwaukee Accessory (4031),Milwaukee Tool,Milwaukee®,49-22-4702,Tools & Equipment,Power Tools,Power Saw Blades,Tools & Equipment>Power Tools>Power Saw Blades>Hole Saws & Accessories>Hole Saw Sets,Hole Saw Kit,"Milwaukee Tool, Hole Saw Kit, 49-22-4702, Power Tool",HOLE SAW KIT,Milwaukee® 49-22-4702 Hole Saw Kit,Milwaukee® Hole Saw Kit,Hole Saw Kit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,high,rule,direct_lookup,False,https://www.milwaukeetool.com/Products/49-22-4702,manufacturer,,"LLM 429 rate-limited: Rate limit reached for model `openai/gpt-oss-120b` in organization `org_01jawhrreve24tbs5safa68zvc` service tier `on_demand` on tokens per day (TPD): Limit 200000, Used 198691, Requested 2261. Please try again in 6m51.264s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing",True,False
62-1787,"62-1787 15"" Ceiling Lt Bk",-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Satco Prod Inc (5573),"Satco Products, Inc",NUVO® by SATCO,62-1787,Electrical,Lamps & Lightings,Indoor Lighting,Electrical>Lamps & Lightings>Indoor Lighting>Indoor Ceiling Fixtures,Fixture,"Satco Products, Inc NUVO by SATCO, Fixture, 62-1787",FIXTURE,NUVO® by SATCO® 62-1787 Fixture,NUVO® By SATCO® Fixture,Fixture,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,high,rule,mpn_prefix,False,https://www.satco.com/products/62-1787,manufacturer,,"LLM 429 rate-limited: Rate limit reached for model `openai/gpt-oss-120b` in organization `org_01jawhrreve24tbs5safa68zvc` service tier `on_demand` on tokens per day (TPD): Limit 200000, Used 198684, Requested 2721. Please try again in 10m6.96s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing",True,False
S4717,S4717 6W Incan Cand 27k 2pk,-- Unbranded --,-- No Unilog Brand --,Satco,Satco Prod Inc (5573),"Satco Products, Inc",Satco,S4717,Electrical,Lamps & Lightings,Light Bulbs,Electrical>Lamps & Lightings>Light Bulbs>Incandescent Light Bulbs,Incandescent Light Bulb,"Satco Products, Inc, Incandescent Light Bulb, S4717, LED Lighting",INCANDESCENT LIGHT BULB,Satco® S4717 Incandescent Light Bulb,Satco® Incandescent Light Bulb,Incandescent Light Bulb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,high,rule,brand_hint,False,https://www.satco.com/products/S4717,manufacturer,,"LLM 429 rate-limited: Rate limit reached for model `openai/gpt-oss-120b` in organization `org_01jawhrreve24tbs5safa68zvc` service tier `on_demand` on tokens per day (TPD): Limit 200000, Used 198677, Requested 3369. Please try again in 14m43.872s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing",True,True
S3795,S3795 7W Incan Med 27K,-- Unbranded --,-- No Unilog Brand --,Satco,Satco Prod Inc (5573),"Satco Products, Inc",Satco,S3795,Hardware,General Hardware,Miscellaneous,Hardware>General Hardware>Miscellaneous,Product,"Satco Products, Inc, Product, S3795",PRODUCT,Satco® S3795 Product,Satco® Product,Product,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,low,"error:Error code: 429 - {'error': {'message': 'Rate limit reached for model `openai/gpt-oss-120b` in organization `org_01jawhrreve24tbs5safa68zvc` service tier `on_demand` on tokens per day (TPD): Limit 200000, Used 198675, Requested 2968. Please try again in 11m49.776s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}",brand_hint,False,https://www.satco.com/products/S3795,manufacturer,,"LLM 429 rate-limited: Rate limit reached for model `openai/gpt-oss-120b` in organization `org_01jawhrreve24tbs5safa68zvc` service tier `on_demand` on tokens per day (TPD): Limit 200000, Used 198669, Requested 2533. Please try again in 8m39.264s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing",True,False
62-1784,62-1784 24x24 Led Ceiling Lt,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Satco Prod Inc (5573),"Satco Products, Inc",NUVO® by SATCO,62-1784,Electrical,Lamps & Lightings,Indoor Lighting,Electrical>Lamps & Lightings>Indoor Lighting>Indoor Ceiling Fixtures,Fixture,"Satco Products, Inc NUVO by SATCO, Fixture, 62-1784",FIXTURE,NUVO® by SATCO® 62-1784 Fixture,NUVO® By SATCO® Fixture,Fixture,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,high,rule,mpn_prefix,False,https://www.satco.com/products/62-1784,manufacturer,,"LLM 429 rate-limited: Rate limit reached for model `openai/gpt-oss-120b` in organization `org_01jawhrreve24tbs5safa68zvc` service tier `on_demand` on tokens per day (TPD): Limit 200000, Used 198661, Requested 2725. Please try again in 9m58.752s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing",True,False
49-93-9205,"49-93-9205 Milw 5"" Diamond - Tile Blade",-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Milwaukee Accessory (4031),Milwaukee Tool,Milwaukee®,49-93-9205,Tools & Equipment,Power Tools,Power Saw Blades,Tools & Equipment>Power Tools>Power Saw Blades>Diamond Saw Blades,Tile Diamond Blade,"Milwaukee Tool, Tile Diamond Blade, 49-93-9205",TILE DIAMOND BLADE,Milwaukee® 49-93-9205 Tile Diamond Blade,Milwaukee® Tile Diamond Blade,Tile Diamond Blade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,high,rule,direct_lookup,False,https://www.milwaukeetool.com/Products/49-93-9205,manufacturer,,"LLM 429 rate-limited: Rate limit reached for model `openai/gpt-oss-120b` in organization `org_01jawhrreve24tbs5safa68zvc` service tier `on_demand` on tokens per day (TPD): Limit 200000, Used 198642, Requested 1960. Please try again in 4m20.064s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing",True,False
3485-20,"3485-20 Milw M12 1/4"" Right Angle Die Grinder",-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Milwaukee Accessory (4031),Milwaukee Tool,Milwaukee®,3485-20,Tools & Equipment,Power Tools,Power Finishing Tools,Tools & Equipment>Power Tools>Power Finishing Tools>Power Grinders>Cordless Die & Straight Grinders,Right Angle Die Grinder,"Milwaukee Tool, Right Angle Die Grinder, 3485-20, Power Tool",RIGHT ANGLE DIE GRINDER,Milwaukee® 3485-20 Right Angle Die Grinder,Milwaukee® Right Angle Die Grinder,Right Angle Die Grinder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,high,rule,direct_lookup,False,https://www.milwaukeetool.com/Products/3485-20,manufacturer,,"LLM 429 rate-limited: Rate limit reached for model `openai/gpt-oss-120b` in organization `org_01jawhrreve24tbs5safa68zvc` service tier `on_demand` on tokens per day (TPD): Limit 200000, Used 198622, Requested 3035. Please try again in 11m55.824s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing",True,True
S3709,S3709 25W Incan 27K,-- Unbranded --,-- No Unilog Brand --,Satco,Satco Prod Inc (5573),"Satco Products, Inc",Satco,S3709,Hardware,General Hardware,Miscellaneous,Hardware>General Hardware>Miscellaneous,Product,"Satco Products, Inc, Product, S3709",PRODUCT,Satco® S3709 Product,Satco® Product,Product,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,low,"error:Error code: 429 - {'error': {'message': 'Rate limit reached for model `openai/gpt-oss-120b` in organization `org_01jawhrreve24tbs5safa68zvc` service tier `on_demand` on tokens per day (TPD): Limit 200000, Used 198620, Requested 2967. Please try again in 11m25.584s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}",brand_hint,False,https://www.satco.com/products/S3709,manufacturer,,"LLM 429 rate-limited: Rate limit reached for model `openai/gpt-oss-120b` in organization `org_01jawhrreve24tbs5safa68zvc` service tier `on_demand` on tokens per day (TPD): Limit 200000, Used 198614, Requested 3369. Please try again in 14m16.656s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing",True,False
S4726,S4726 7W Incan Cand 27K 4pk,-- Unbranded --,-- No Unilog Brand --,Satco,Satco Prod Inc (5573),"Satco Products, Inc",Satco,S4726,Electrical,Lamps & Lightings,Light Bulbs,Electrical>Lamps & Lightings>Light Bulbs>Incandescent Light Bulbs,Incandescent Light Bulb,"Satco Products, Inc, Incandescent Light Bulb, S4726, LED Lighting",INCANDESCENT LIGHT BULB,Satco® S4726 Incandescent Light Bulb,Satco® Incandescent Light Bulb,Incandescent Light Bulb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,high,rule,brand_hint,False,https://www.satco.com/products/S4726,manufacturer,,"LLM 429 rate-limited: Rate limit reached for model `openai/gpt-oss-120b` in organization `org_01jawhrreve24tbs5safa68zvc` service tier `on_demand` on tokens per day (TPD): Limit 200000, Used 198607, Requested 3370. Please try again in 14m14.064s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing",True,True
